codigo,titulo,secao,grupo,tipo,colada,repetidas
UZB9,Abdukodir Khusanov,Uzbequistao,Grupo K,Comum,1,0
UZB10,Odiljon Hamrobekov,Uzbequistao,Grupo K,Comum,0,0
UZB11,Otabek Shukurov,Uzbequistao,Grupo K,Comum,0,0
UZB12,Jamshid Iskanderov,Uzbequistao,Grupo K,Comum,1,2
UZB13,Foto da Equipe,Uzbequistao,Grupo K,Comum,0,0
UZB14,Azizbek Turgunboev,Uzbequistao,Grupo K,Comum,0,0
UZB15,Khojimat Erkinov,Uzbequistao,Grupo K,Comum,0,0
UZB16,Eldor Shomurodov,Uzbequistao,Grupo K,Comum,0,0
UZB17,Oston Urunov,Uzbequistao,Grupo K,Comum,1,0
UZB18,Jaloliddin Masharipov,Uzbequistao,Grupo K,Comum,0,0
UZB19,Igor Sergeev,Uzbequistao,Grupo K,Comum,0,0
UZB20,Abbosbek Fayzullaev,Uzbequistao,Grupo K,Comum,0,0
COL1,Escudo,Colombia,Grupo K,Especial,0,0
COL2,Camilo Vargas,Colombia,Grupo K,Comum,0,0
COL3,David Ospina,Colombia,Grupo K,Comum,1,0
COL4,Davinson Sanchez,Colombia,Grupo K,Comum,0,0
COL5,Yerry Mina,Colombia,Grupo K,Comum,0,0
COL6,Daniel Munoz,Colombia,Grupo K,Comum,1,0
COL7,Johan Mojica,Colombia,Grupo K,Comum,0,0
COL8,Jhon Lucumi,Colombia,Grupo K,Comum,0,0
COL9,Santiago Arias,Colombia,Grupo K,Comum,0,0
COL10,Jefferson Lerma,Colombia,Grupo K,Comum,1,0
COL11,Kevin Castano,Colombia,Grupo K,Comum,0,0
COL12,Richard Rios,Colombia,Grupo K,Comum,1,0
COL13,Foto da Equipe,Colombia,Grupo K,Comum,0,0
COL14,James Rodriguez,Colombia,Grupo K,Comum,0,0
COL15,Juan Fernando Quintero,Colombia,Grupo K,Comum,0,0
COL16,Jorge Carrascal,Colombia,Grupo K,Comum,0,0
COL17,Jon Arias,Colombia,Grupo K,Comum,1,0
COL18,Jhon Cordova,Colombia,Grupo K,Comum,0,0
COL19,Luis Suarez,Colombia,Grupo K,Comum,1,0
COL20,Luis Diaz,Colombia,Grupo K,Comum,0,0
ENG1,Escudo,Inglaterra,Grupo L,Especial,0,0
ENG2,Jordan Pickford,Inglaterra,Grupo L,Comum,0,0
ENG3,John Stones,Inglaterra,Grupo L,Comum,1,1
ENG4,Maric Guehi,Inglaterra,Grupo L,Comum,1,0
ENG5,Ezri Konsa,Inglaterra,Grupo L,Comum,0,0
ENG6,Trent Alexander-Arnold,Inglaterra,Grupo L,Comum,0,0
ENG7,Reece James,Inglaterra,Grupo L,Comum,0,0
ENG8,Dan Burn,Inglaterra,Grupo L,Comum,1,0
ENG9,Jordan Henderson,Inglaterra,Grupo L,Comum,0,0
ENG10,Declan Rice,Inglaterra,Grupo L,Comum,0,0
ENG11,Jude Bellingham,Inglaterra,Grupo L,Comum,0,0
ENG12,Cole Palmer,Inglaterra,Grupo L,Comum,1,1
ENG13,Foto da Equipe,Inglaterra,Grupo L,Comum,0,0
ENG14,Morgan Rogers,Inglaterra,Grupo L,Comum,1,0
ENG15,Anthony Gordon,Inglaterra,Grupo L,Comum,0,0
ENG16,Phil Foden,Inglaterra,Grupo L,Comum,0,0
ENG17,Bukayo Saka,Inglaterra,Grupo L,Comum,0,0
ENG18,Harry Kane,Inglaterra,Grupo L,Comum,0,0
ENG19,Marcus Rashford,Inglaterra,Grupo L,Comum,0,0
ENG20,Ollie Watkins,Inglaterra,Grupo L,Comum,1,0
CRO1,Escudo,Croacia,Grupo L,Especial,0,0
CRO2,Dominik Livakovic,Croacia,Grupo L,Comum,1,0
CRO3,Duje Caleta-Car,Croacia,Grupo L,Comum,0,0
CRO4,Josko Gvardiol,Croacia,Grupo L,Comum,0,0
CRO5,Josip Stanisic,Croacia,Grupo L,Comum,0,0
CRO6,Luka Vuskovic,Croacia,Grupo L,Comum,0,0
CRO7,Josip Sutalo,Croacia,Grupo L,Comum,0,0
CRO8,Kristijan Jakic,Croacia,Grupo L,Comum,1,0
CRO9,Luka Modric,Croacia,Grupo L,Comum,0,0
CRO10,Mateo Kovacic,Croacia,Grupo L,Comum,0,0
CRO11,Martin Baturina,Croacia,Grupo L,Comum,0,0
CRO12,Lovro Majer,Croacia,Grupo L,Comum,1,0
CRO13,Foto da Equipe,Croacia,Grupo L,Comum,0,0
CRO14,Mario Pasalic,Croacia,Grupo L,Comum,0,0
CRO15,Petar Sucic,Croacia,Grupo L,Comum,0,0
CRO16,Ivan Perisic,Croacia,Grupo L,Comum,0,0
CRO17,Marco Pasalic,Croacia,Grupo L,Comum,0,0
CRO18,Ante Budimir,Croacia,Grupo L,Comum,0,0
CRO19,Andrej Kramaric,Croacia,Grupo L,Comum,0,0
CRO20,Franjo Ivanovic,Croacia,Grupo L,Comum,0,0
GHA1,Escudo,Gana,Grupo L,Especial,0,0
GHA2,Lawrence Ati Zigi,Gana,Grupo L,Comum,0,0
GHA3,Tariq Lamptey,Gana,Grupo L,Comum,0,0
GHA4,Mohammed Salisu,Gana,Grupo L,Comum,0,0
GHA5,Alidu Seidu,Gana,Grupo L,Comum,0,0
GHA6,Alexander Djiku,Gana,Grupo L,Comum,0,0
GHA7,Gideon Mensah,Gana,Grupo L,Comum,0,0
GHA8,Caleb Yirenkyi,Gana,Grupo L,Comum,0,0
GHA9,Abdul Issahaku Fatawu,Gana,Grupo L,Comum,0,0
GHA10,Thomas Partey,Gana,Grupo L,Comum,0,0
GHA11,Salis Abdul Samed,Gana,Grupo L,Comum,0,0
GHA12,Kamaldeen Sulemana,Gana,Grupo L,Comum,1,0
GHA13,Foto da Equipe,Gana,Grupo L,Comum,0,0
GHA14,Mohammed Kudus,Gana,Grupo L,Comum,0,0
GHA15,Inaki Williams,Gana,Grupo L,Comum,1,0
GHA16,Jordan Ayew,Gana,Grupo L,Comum,0,0
GHA17,Andrew Ayew,Gana,Grupo L,Comum,0,0
GHA18,Joseph Paintsil,Gana,Grupo L,Comum,0,0
GHA19,Osman Bukari,Gana,Grupo L,Comum,1,0
GHA20,Antoine Semenyo,Gana,Grupo L,Comum,0,0
PAN1,Escudo,Panama,Grupo L,Especial,0,0
PAN2,Orlando Mosquera,Panama,Grupo L,Comum,1,0
PAN3,Luis Mejia,Panama,Grupo L,Comum,0,0
PAN4,Fidel Escobar,Panama,Grupo L,Comum,0,0
PAN5,Andres Andrade,Panama,Grupo L,Comum,0,0
PAN6,Michael Amir Murillo,Panama,Grupo L,Comum,0,0
PAN7,Eric Davis,Panama,Grupo L,Comum,1,0
PAN8,Jose Cordoba,Panama,Grupo L,Comum,0,0
PAN9,Cesar Blackman,Panama,Grupo L,Comum,1,0
PAN10,Cristian Martinez,Panama,Grupo L,Comum,0,0
PAN11,Anibal Godoy,Panama,Grupo L,Comum,0,0
PAN12,Adalberto Carrasquilla,Panama,Grupo L,Comum,0,0
PAN13,Foto da Equipe,Panama,Grupo L,Comum,0,0
PAN14,Edgar Barcenas,Panama,Grupo L,Comum,0,0
PAN15,Carlos Harvey,Panama,Grupo L,Comum,0,0
PAN16,Ismael Diaz,Panama,Grupo L,Comum,1,0
PAN17,Jose Fajardo,Panama,Grupo L,Comum,1,0
PAN18,Cecilio Waterman,Panama,Grupo L,Comum,0,0
PAN19,Jose Luiz Rodriguez,Panama,Grupo L,Comum,0,0
PAN20,Alberto Quintero,Panama,Grupo L,Comum,0,0
