codigo,titulo,secao,grupo,tipo,colada,repetidas
JPN17,Shuto Machino,Japao,Grupo F,Comum,0,0
JPN18,Junya Ito,Japao,Grupo F,Comum,0,0
JPN19,Koki Ogawa,Japao,Grupo F,Comum,0,0
JPN20,Ayase Ueda,Japao,Grupo F,Comum,0,0
SWE1,Escudo,Suecia,Grupo F,Especial,0,0
SWE2,Victor Johansson,Suecia,Grupo F,Comum,1,0
SWE3,Isak Hien,Suecia,Grupo F,Comum,0,0
SWE4,Gabriel Gudmundsson,Suecia,Grupo F,Comum,0,0
SWE5,Emil Holm,Suecia,Grupo F,Comum,0,0
SWE6,Victor Nilsson Lindelof,Suecia,Grupo F,Comum,0,0
SWE7,Gustaf Lagerbielke,Suecia,Grupo F,Comum,0,0
SWE8,Lucas Bergvall,Suecia,Grupo F,Comum,0,0
SWE9,Hugo Larsson,Suecia,Grupo F,Comum,0,0
SWE10,Jesper Karlstrom,Suecia,Grupo F,Comum,0,0
SWE11,Yasin Ayari,Suecia,Grupo F,Comum,0,0
SWE12,Mattias Svanberg,Suecia,Grupo F,Comum,0,0
SWE13,Foto da Equipe,Suecia,Grupo F,Comum,0,0
SWE14,Daniel Svensson,Suecia,Grupo F,Comum,0,0
SWE15,Ken Sema,Suecia,Grupo F,Comum,0,0
SWE16,Roony Bardghji,Suecia,Grupo F,Comum,0,0
SWE17,Dejan Kulusevski,Suecia,Grupo F,Comum,1,0
SWE18,Anthony Elanga,Suecia,Grupo F,Comum,0,0
SWE19,Alexander Isak,Suecia,Grupo F,Comum,0,0
SWE20,Viktor Gyokeres,Suecia,Grupo F,Comum,0,0
TUN1,Escudo,Tunisia,Grupo F,Especial,0,0
TUN2,Bechir Ben Said,Tunisia,Grupo F,Comum,1,0
TUN3,Aymen Dahmen,Tunisia,Grupo F,Comum,0,0
TUN4,Van Valery,Tunisia,Grupo F,Comum,0,0
TUN5,Montassar Talbi,Tunisia,Grupo F,Comum,0,0
TUN6,Yassine Meriah,Tunisia,Grupo F,Comum,0,0
TUN7,Ali Abdi,Tunisia,Grupo F,Comum,0,0
TUN8,Dylan Bronn,Tunisia,Grupo F,Comum,1,0
TUN9,Ellyes Skhiri,Tunisia,Grupo F,Comum,1,0
TUN10,Aissa Laidouni,Tunisia,Grupo F,Comum,0,0
TUN11,Ferjani Sassi,Tunisia,Grupo F,Comum,0,0
TUN12,Mohamed Ali Ben Romdhane,Tunisia,Grupo F,Comum,0,0
TUN13,Foto da Equipe,Tunisia,Grupo F,Comum,0,0
TUN14,Hannibal Mejbri,Tunisia,Grupo F,Comum,0,0
TUN15,Elias Achouri,Tunisia,Grupo F,Comum,1,1
TUN16,Elias Saad,Tunisia,Grupo F,Comum,0,0
TUN17,Hazem Mastouri,Tunisia,Grupo F,Comum,0,0
TUN18,Ismael Gharbi,Tunisia,Grupo F,Comum,0,0
TUN19,Sayfallah Ltaief,Tunisia,Grupo F,Comum,0,0
TUN20,Naim Sliti,Tunisia,Grupo F,Comum,0,0
BEL1,Escudo,Belgica,Grupo G,Especial,0,0
BEL2,Thibaut Courtois,Belgica,Grupo G,Comum,0,0
BEL3,Arthur Theate,Belgica,Grupo G,Comum,0,0
BEL4,Timothy Castagne,Belgica,Grupo G,Comum,0,0
BEL5,Zeno Debast,Belgica,Grupo G,Comum,0,0
BEL6,Brandon Mechele,Belgica,Grupo G,Comum,0,0
BEL7,Maxim De Cuyper,Belgica,Grupo G,Comum,0,0
BEL8,Thomas Meunier,Belgica,Grupo G,Comum,0,0
BEL9,Youri Tieleman,Belgica,Grupo G,Comum,0,0
BEL10,Amadou Onana,Belgica,Grupo G,Comum,0,0
BEL11,Nicolas Raskin,Belgica,Grupo G,Comum,1,0
BEL12,Alexis Saelemaekers,Belgica,Grupo G,Comum,0,0
BEL13,Foto da Equipe,Belgica,Grupo G,Comum,0,0
BEL14,Hans Vanaken,Belgica,Grupo G,Comum,0,0
BEL15,Kevin De Bruyne,Belgica,Grupo G,Comum,0,0
BEL16,Jeremy Doku,Belgica,Grupo G,Comum,0,0
BEL17,Charles De Ketelaere,Belgica,Grupo G,Comum,0,0
BEL18,Leandro Trossard,Belgica,Grupo G,Comum,0,0
BEL19,Lois Openda,Belgica,Grupo G,Comum,0,0
BEL20,Romelu Lukaku,Belgica,Grupo G,Comum,0,0
EGY1,Escudo,Egito,Grupo G,Especial,0,0
EGY2,Mohamed El Shenawy,Egito,Grupo G,Comum,0,0
EGY3,Mohamed Hany,Egito,Grupo G,Comum,0,0
EGY4,Mohamed Hamdy,Egito,Grupo G,Comum,1,0
EGY5,Yasser Ibrahim,Egito,Grupo G,Comum,0,0
EGY6,Khaled Sobhi,Egito,Grupo G,Comum,0,0
EGY7,Ramy Rabia,Egito,Grupo G,Comum,1,0
EGY8,Hossam Abdelmaguid,Egito,Grupo G,Comum,1,0
EGY9,Ahmed Fatouh,Egito,Grupo G,Comum,0,0
EGY10,Marwan Attia,Egito,Grupo G,Comum,0,0
EGY11,Zizo,Egito,Grupo G,Comum,1,0
EGY12,Hamdy Fathy,Egito,Grupo G,Comum,1,0
EGY13,Foto da Equipe,Egito,Grupo G,Comum,0,0
EGY14,Mohamed Lasheen,Egito,Grupo G,Comum,0,0
EGY15,Emam Ashour,Egito,Grupo G,Comum,1,0
EGY16,Osama Faisal,Egito,Grupo G,Comum,0,0
EGY17,Mohamed Salah,Egito,Grupo G,Comum,1,0
EGY18,Mostafa Mohamed,Egito,Grupo G,Comum,0,0
EGY19,Trezeguet,Egito,Grupo G,Comum,0,0
EGY20,Omar Marsmoush,Egito,Grupo G,Comum,1,0
IRN1,Escudo,Ira,Grupo G,Especial,0,0
IRN2,Alirez Beiranvand,Ira,Grupo G,Comum,0,0
IRN3,Morteza Pouraliganji,Ira,Grupo G,Comum,1,0
IRN4,Ehsan Hajsafi,Ira,Grupo G,Comum,0,0
IRN5,Milad Mohammadi,Ira,Grupo G,Comum,0,0
IRN6,Shojae Khalilzadeh,Ira,Grupo G,Comum,1,0
IRN7,Ramin Rezaeian,Ira,Grupo G,Comum,0,0
IRN8,Hossein Kanaani,Ira,Grupo G,Comum,0,0
IRN9,Sadegh Moharrami,Ira,Grupo G,Comum,0,0
IRN10,Saleh Hardani,Ira,Grupo G,Comum,0,0
IRN11,Saeed Ezatolahi,Ira,Grupo G,Comum,0,0
IRN12,Saman Ghoddos,Ira,Grupo G,Comum,0,0
IRN13,Foto da Equipe,Ira,Grupo G,Comum,1,0
IRN14,Omid Noorafkan,Ira,Grupo G,Comum,0,0
IRN15,Roozbeh Cheshmi,Ira,Grupo G,Comum,0,0
IRN16,Mohammad Mohebi,Ira,Grupo G,Comum,0,0
IRN17,Sardar Azmoun,Ira,Grupo G,Comum,1,0
IRN18,Mehdi Taremi,Ira,Grupo G,Comum,0,0
IRN19,Alireza Jahanbakhsh,Ira,Grupo G,Comum,1,0
IRN20,Ali Gholizadeh,Ira,Grupo G,Comum,0,0
NZL1,Escudo,Nova Zelandia,Grupo G,Especial,0,0
NZL2,Max Crocombe Payne,Nova Zelandia,Grupo G,Comum,1,1
NZL3,Alex Paulsen,Nova Zelandia,Grupo G,Comum,0,0
NZL4,Michael Boxall,Nova Zelandia,Grupo G,Comum,0,0
NZL5,Liberato Cacace,Nova Zelandia,Grupo G,Comum,1,0
NZL6,Tim Payne,Nova Zelandia,Grupo G,Comum,0,0
NZL7,Tyler Bindon,Nova Zelandia,Grupo G,Comum,0,0
NZL8,Francis de Vries,Nova Zelandia,Grupo G,Comum,0,0
NZL9,Finn Surman,Nova Zelandia,Grupo G,Comum,1,0
NZL10,Joe Bell,Nova Zelandia,Grupo G,Comum,1,0
NZL11,Sarpreet Singh,Nova Zelandia,Grupo G,Comum,0,0
NZL12,Ryan Thomas,Nova Zelandia,Grupo G,Comum,0,0
NZL13,Foto da Equipe,Nova Zelandia,Grupo G,Comum,1,0
NZL14,Matthew Garbett,Nova Zelandia,Grupo G,Comum,0,0
NZL15,Marko Stamenic,Nova Zelandia,Grupo G,Comum,0,0
NZL16,Ben Old,Nova Zelandia,Grupo G,Comum,1,0
NZL17,Chris Wood,Nova Zelandia,Grupo G,Comum,0,0
NZL18,Elijah Just,Nova Zelandia,Grupo G,Comum,1,0
NZL19,Callum McCowatt,Nova Zelandia,Grupo G,Comum,0,0
NZL20,Kosta Barbarouses,Nova Zelandia,Grupo G,Comum,0,0
ESP1,Escudo,Espanha,Grupo H,Especial,0,0
ESP2,Unai Simon,Espanha,Grupo H,Comum,0,0
ESP3,Robin Le Normand,Espanha,Grupo H,Comum,0,0
ESP4,Aymeric Laporte,Espanha,Grupo H,Comum,0,0
ESP5,Dean Huijsen,Espanha,Grupo H,Comum,0,0
ESP6,Pedro Porro,Espanha,Grupo H,Comum,1,0
ESP7,Dani Carvajal,Espanha,Grupo H,Comum,0,0
ESP8,Marc Cucurella,Espanha,Grupo H,Comum,0,0
ESP9,Martin Zubimendi,Espanha,Grupo H,Comum,0,0
ESP10,Rodri,Espanha,Grupo H,Comum,0,0
ESP11,Pedri,Espanha,Grupo H,Comum,0,0
ESP12,Fabian Ruiz,Espanha,Grupo H,Comum,0,0
ESP13,Foto da Equipe,Espanha,Grupo H,Comum,0,0
ESP14,Mikel Merino,Espanha,Grupo H,Comum,0,0
ESP15,Lamine Yamal,Espanha,Grupo H,Comum,0,0
ESP16,Dani Olmo,Espanha,Grupo H,Comum,0,0
ESP17,Nico Williams,Espanha,Grupo H,Comum,0,0
ESP18,Ferran Torres,Espanha,Grupo H,Comum,1,0
ESP19,Alvaro Morata,Espanha,Grupo H,Comum,0,0
ESP20,Mikel Oyarzabal,Espanha,Grupo H,Comum,1,0
CPV1,Escudo,Cabo Verde,Grupo H,Especial,0,0
CPV2,Vozinha,Cabo Verde,Grupo H,Comum,0,0
CPV3,Logan Costa,Cabo Verde,Grupo H,Comum,0,0
CPV4,Pico,Cabo Verde,Grupo H,Comum,1,0
CPV5,Diney,Cabo Verde,Grupo H,Comum,1,0
CPV6,Steven Moreira,Cabo Verde,Grupo H,Comum,0,0
CPV7,Wagner Pina,Cabo Verde,Grupo H,Comum,1,1
CPV8,Joao Paulo,Cabo Verde,Grupo H,Comum,1,0
CPV9,Yannick Semedo,Cabo Verde,Grupo H,Comum,1,0
CPV10,Kevin Pina,Cabo Verde,Grupo H,Comum,0,0
CPV11,Patrick Andrade,Cabo Verde,Grupo H,Comum,0,0
CPV12,Jamiro Monteiro,Cabo Verde,Grupo H,Comum,0,0
CPV13,Foto da Equipe,Cabo Verde,Grupo H,Comum,0,0
CPV14,Deroy Duarte,Cabo Verde,Grupo H,Comum,0,0
CPV15,Garry Rodrigues,Cabo Verde,Grupo H,Comum,0,0
CPV16,Jovane Cabral,Cabo Verde,Grupo H,Comum,1,0
CPV17,Ryan Mendes,Cabo Verde,Grupo H,Comum,0,0
CPV18,Dailon Livramento,Cabo Verde,Grupo H,Comum,0,0
CPV19,Willy Semedo,Cabo Verde,Grupo H,Comum,0,0
CPV20,Bebe,Cabo Verde,Grupo H,Comum,0,0
KSA1,Escudo,Arabia Saudita,Grupo H,Especial,0,0
KSA2,Nawaf Alaqidi,Arabia Saudita,Grupo H,Comum,0,0
KSA3,Abdulrahman Al-Sanbi,Arabia Saudita,Grupo H,Comum,0,0
KSA4,Saud Abdulhamid,Arabia Saudita,Grupo H,Comum,0,0
KSA5,Nawaf Bouwashl,Arabia Saudita,Grupo H,Comum,0,0
KSA6,Jihad Thakri,Arabia Saudita,Grupo H,Comum,0,0
KSA7,Moteb Al-Harbi,Arabia Saudita,Grupo H,Comum,0,0
KSA8,Hassan Altambakti,Arabia Saudita,Grupo H,Comum,1,0
KSA9,Musab Aljuwayr,Arabia Saudita,Grupo H,Comum,0,0
KSA10,Ziyad Aljohani,Arabia Saudita,Grupo H,Comum,1,0
KSA11,Abdullah Alkhaibari,Arabia Saudita,Grupo H,Comum,0,0
KSA12,Nasser Aldawsari,Arabia Saudita,Grupo H,Comum,1,0
KSA13,Foto da Equipe,Arabia Saudita,Grupo H,Comum,0,0
KSA14,Saleh Abu Alshamat,Arabia Saudita,Grupo H,Comum,1,0
KSA15,Marwan Alsahafi,Arabia Saudita,Grupo H,Comum,0,0
KSA16,Salem Aldawsari,Arabia Saudita,Grupo H,Comum,1,0
KSA17,Abdulrahman Al-Aboud,Arabia Saudita,Grupo H,Comum,0,0
KSA18,Feras Akbrikan,Arabia Saudita,Grupo H,Comum,1,0
KSA19,Saleh Alshehri,Arabia Saudita,Grupo H,Comum,0,0
KSA20,Abdullah Al-Hamdan,Arabia Saudita,Grupo H,Comum,1,0
URU1,Escudo,Uruguai,Grupo H,Especial,0,0
URU2,Sergio Rochet,Uruguai,Grupo H,Comum,0,0
URU3,Santiago Mele,Uruguai,Grupo H,Comum,1,0
URU4,Ronald Araujo,Uruguai,Grupo H,Comum,0,0
URU5,Jose Maria Gimenez,Uruguai,Grupo H,Comum,0,0
URU6,Sebastian Caceres,Uruguai,Grupo H,Comum,1,0
URU7,Mathias Olivera,Uruguai,Grupo H,Comum,0,0
URU8,Guillermo Varela,Uruguai,Grupo H,Comum,0,0
URU9,Nahitan Nandez,Uruguai,Grupo H,Comum,1,0
URU10,Federico Valverde,Uruguai,Grupo H,Comum,0,0
URU11,Giorgian De Arrascaeta,Uruguai,Grupo H,Comum,1,0
URU12,Rodrigo Bentancur,Uruguai,Grupo H,Comum,0,0
URU13,Foto da Equipe,Uruguai,Grupo H,Comum,0,0
URU14,Manuel Ugarte,Uruguai,Grupo H,Comum,1,0
URU15,Nicolas de la Cruz,Uruguai,Grupo H,Comum,0,0
URU16,Maxi Araujo,Uruguai,Grupo H,Comum,0,0
URU17,Darwin Nunez,Uruguai,Grupo H,Comum,0,0
URU18,Federico Vinas,Uruguai,Grupo H,Comum,0,0
URU19,Rodrigo Aguirre,Uruguai,Grupo H,Comum,0,0
URU20,Facundo Pellistri,Uruguai,Grupo H,Comum,1,0
FRA1,Escudo,Franca,Grupo I,Especial,0,0
FRA2,Mike Maignan,Franca,Grupo I,Comum,0,0
FRA3,Theo Hernandez,Franca,Grupo I,Comum,0,0
FRA4,William Saliba,Franca,Grupo I,Comum,1,0
FRA5,Jules Kounde,Franca,Grupo I,Comum,1,0
FRA6,Ibrahima Konate,Franca,Grupo I,Comum,0,0
FRA7,Dayot Upamecano,Franca,Grupo I,Comum,0,0
FRA8,Lucas Digne,Franca,Grupo I,Comum,0,0
FRA9,Aurelien Tchouameni,Franca,Grupo I,Comum,1,0
FRA10,Eduardo Camavinga,Franca,Grupo I,Comum,0,0
FRA11,Manu Kone,Franca,Grupo I,Comum,1,0
FRA12,Adrien Rabiot,Franca,Grupo I,Comum,0,0
FRA13,Foto da Equipe,Franca,Grupo I,Comum,0,0
FRA14,Michael Olise,Franca,Grupo I,Comum,0,0
FRA15,Ousmane Dembele,Franca,Grupo I,Comum,0,0
FRA16,Bradley Barcola,Franca,Grupo I,Comum,0,0
FRA17,Desire Doue,Franca,Grupo I,Comum,0,0
FRA18,Kingsley Coman,Franca,Grupo I,Comum,0,0
FRA19,Hugo Ekitike,Franca,Grupo I,Comum,1,0
FRA20,Kylian Mbappe,Franca,Grupo I,Comum,0,0
SEN1,Escudo,Senegal,Grupo I,Especial,0,0
SEN2,Eduardo Mendy,Senegal,Grupo I,Comum,0,0
SEN3,Yehvann Diouf,Senegal,Grupo I,Comum,0,0
SEN4,Moussa Niakhate,Senegal,Grupo I,Comum,0,0
SEN5,Abdoulaye Seck,Senegal,Grupo I,Comum,0,0
SEN6,Ismail Jakobs,Senegal,Grupo I,Comum,1,0
SEN7,El Hadji Malick Diouf,Senegal,Grupo I,Comum,0,0
SEN8,Kalidou Koulibaly,Senegal,Grupo I,Comum,1,0
SEN9,Idrissa Gana Gueye,Senegal,Grupo I,Comum,0,0
SEN10,Pape Matar Sarr,Senegal,Grupo I,Comum,0,0
SEN11,Pape Gueye,Senegal,Grupo I,Comum,0,0
SEN12,Habib Diarra,Senegal,Grupo I,Comum,0,0
SEN13,Foto da Equipe,Senegal,Grupo I,Comum,0,0
SEN14,Lamine Camara,Senegal,Grupo I,Comum,0,0
SEN15,Sadio Mane,Senegal,Grupo I,Comum,1,0
SEN16,Ismaila Sarr,Senegal,Grupo I,Comum,0,0
SEN17,Boulaye Dia,Senegal,Grupo I,Comum,0,0
SEN18,Iliman Ndiaye,Senegal,Grupo I,Comum,0,0
SEN19,Nicolas Jackson,Senegal,Grupo I,Comum,0,0
SEN20,Krepin Diatta,Senegal,Grupo I,Comum,0,0
IRQ1,Escudo,Iraque,Grupo I,Especial,0,0
IRQ2,Jalal Hassan,Iraque,Grupo I,Comum,0,0
IRQ3,Rebin Sulaka,Iraque,Grupo I,Comum,0,0
IRQ4,Hussein Ali,Iraque,Grupo I,Comum,1,0
IRQ5,Akam Hashem,Iraque,Grupo I,Comum,0,0
IRQ6,Merchas Doski,Iraque,Grupo I,Comum,1,0
IRQ7,Zaid Tahseen,Iraque,Grupo I,Comum,0,0
IRQ8,Manaf Younis,Iraque,Grupo I,Comum,1,0
IRQ9,Zidane Iqbal,Iraque,Grupo I,Comum,0,0
IRQ10,Amir Al-Ammari,Iraque,Grupo I,Comum,0,0
IRQ11,Ibrahim Bavesh,Iraque,Grupo I,Comum,1,0
IRQ12,Ali Jasim,Iraque,Grupo I,Comum,0,0
IRQ13,Foto da Equipe,Iraque,Grupo I,Comum,1,0
IRQ14,Youssef Amyn,Iraque,Grupo I,Comum,0,0
IRQ15,Aimar Sher,Iraque,Grupo I,Comum,0,0
IRQ16,Marko Farji,Iraque,Grupo I,Comum,0,0
IRQ17,Osama Rashid,Iraque,Grupo I,Comum,0,0
IRQ18,Ali Al-Hamadi,Iraque,Grupo I,Comum,1,0
IRQ19,Aymen Hussein,Iraque,Grupo I,Comum,0,0
IRQ20,Mohanad Ali,Iraque,Grupo I,Comum,0,0
NOR1,Escudo,Noruega,Grupo I,Especial,0,0
NOR2,Orjan Nyland,Noruega,Grupo I,Comum,0,0
NOR3,Julian Ryerson,Noruega,Grupo I,Comum,0,0
NOR4,Leo Ostigard,Noruega,Grupo I,Comum,0,0
NOR5,Kristoffer Vassbakk Ajer,Noruega,Grupo I,Comum,1,0
NOR6,Marcus Holmgren Pedersen,Noruega,Grupo I,Comum,0,0
NOR7,David Mller Wolfe,Noruega,Grupo I,Comum,0,0
NOR8,Torbjrn Heggem,Noruega,Grupo I,Comum,0,0
NOR9,Morten Thorsby,Noruega,Grupo I,Comum,0,0
NOR10,Martin degaard,Noruega,Grupo I,Comum,0,0
NOR11,Sander Berge,Noruega,Grupo I,Comum,0,0
NOR12,Andreas Schjelderup,Noruega,Grupo I,Comum,1,0
NOR13,Foto da Equipe,Noruega,Grupo I,Comum,0,0
NOR14,Patrick Berg,Noruega,Grupo I,Comum,0,0
NOR15,Erling Haaland,Noruega,Grupo I,Comum,1,0
NOR16,Alexander Srloth,Noruega,Grupo I,Comum,1,0
NOR17,Aron Dnnum,Noruega,Grupo I,Comum,0,0
NOR18,Jorgen Strand Larsen,Noruega,Grupo I,Comum,0,0
NOR19,Antonio Nusa,Noruega,Grupo I,Comum,1,0
NOR20,Oscar Bobb,Noruega,Grupo I,Comum,0,0
ARG1,Escudo,Argentina,Grupo J,Especial,0,0
ARG2,Emiliano Martinez,Argentina,Grupo J,Comum,0,0
ARG3,Nahuel Molina,Argentina,Grupo J,Comum,0,0
ARG4,Cristian Romero,Argentina,Grupo J,Comum,0,0
ARG5,Nicolas Otamendi,Argentina,Grupo J,Comum,0,0
ARG6,Nicolas Tagliafico,Argentina,Grupo J,Comum,1,0
ARG7,Leonardo Balerdi,Argentina,Grupo J,Comum,0,0
ARG8,Enzo Fernandez,Argentina,Grupo J,Comum,0,0
ARG9,Alexis Mac Allister,Argentina,Grupo J,Comum,0,0
ARG10,Rodrigo De Paul,Argentina,Grupo J,Comum,0,0
ARG11,Exequiel Palacios,Argentina,Grupo J,Comum,1,0
ARG12,Leandro Paredes,Argentina,Grupo J,Comum,0,0
ARG13,Foto da Equipe,Argentina,Grupo J,Comum,0,0
ARG14,Nico Paz,Argentina,Grupo J,Comum,1,0
ARG15,Franco Mastantuono,Argentina,Grupo J,Comum,0,0
ARG16,Nico Gonzalez,Argentina,Grupo J,Comum,0,0
ARG17,Lionel Messi,Argentina,Grupo J,Comum,0,0
ARG18,Lautaro Martinez,Argentina,Grupo J,Comum,0,0
ARG19,Julian Alvarez,Argentina,Grupo J,Comum,0,0
ARG20,Giuliano Simeone,Argentina,Grupo J,Comum,0,0
ALG1,Escudo,Argelia,Grupo J,Especial,0,0
ALG2,Alexis Guendouz,Argelia,Grupo J,Comum,1,0
ALG3,Ramy Bensebaini,Argelia,Grupo J,Comum,1,0
ALG4,Youcef Atal,Argelia,Grupo J,Comum,0,0
ALG5,Rayan Ait-Nouri,Argelia,Grupo J,Comum,0,0
ALG6,Mohamed Amine Tougai,Argelia,Grupo J,Comum,0,0
ALG7,Aissa Mandi,Argelia,Grupo J,Comum,0,0
ALG8,Ismael Bennacer,Argelia,Grupo J,Comum,0,0
ALG9,Houssem Aquar,Argelia,Grupo J,Comum,0,0
ALG10,Hicham Boudaoui,Argelia,Grupo J,Comum,1,0
ALG11,Ramiz Zerrouki,Argelia,Grupo J,Comum,0,0
ALG12,Nabil Bentalab,Argelia,Grupo J,Comum,0,0
ALG13,Foto da Equipe,Argelia,Grupo J,Comum,0,0
ALG14,Fares Chaibi,Argelia,Grupo J,Comum,0,0
ALG15,Riyad Mahrez,Argelia,Grupo J,Comum,0,0
ALG16,Said Benrhama,Argelia,Grupo J,Comum,0,0
ALG17,Anis Hadj Moussa,Argelia,Grupo J,Comum,0,0
ALG18,Amine Gouiri,Argelia,Grupo J,Comum,0,0
ALG19,Baghdad Bounedjah,Argelia,Grupo J,Comum,0,0
ALG20,Mohammed Amoura,Argelia,Grupo J,Comum,1,0
AUT1,Escudo,Austria,Grupo J,Especial,0,0
AUT2,Alexander Schlager,Austria,Grupo J,Comum,0,0
AUT3,Patrick Pentz,Austria,Grupo J,Comum,0,0
AUT4,David Alaba,Austria,Grupo J,Comum,1,0
AUT5,Kevin Danso,Austria,Grupo J,Comum,0,0
AUT6,Philipp Lienhart,Austria,Grupo J,Comum,1,0
AUT7,Stefan Bosch,Austria,Grupo J,Comum,1,0
AUT8,Phillipp Mwene,Austria,Grupo J,Comum,0,0
AUT9,Alexander Prass,Austria,Grupo J,Comum,0,0
AUT10,Xavier Schlager,Austria,Grupo J,Comum,0,0
AUT11,Marcel Sabitzer,Austria,Grupo J,Comum,0,0
AUT12,Konrad Laimer,Austria,Grupo J,Comum,0,0
AUT13,Foto da Equipe,Austria,Grupo J,Comum,0,0
AUT14,Florian Grillitsch,Austria,Grupo J,Comum,1,0
AUT15,Nicolas Seiwald,Austria,Grupo J,Comum,0,0
AUT16,Romano Schmid,Austria,Grupo J,Comum,0,0
AUT17,Patrick Wimmer,Austria,Grupo J,Comum,1,0
AUT18,Christoph Baumgartner,Austria,Grupo J,Comum,0,0
AUT19,Michael Gregoritsch,Austria,Grupo J,Comum,0,0
AUT20,Marko Arnautovic,Austria,Grupo J,Comum,0,0
JOR1,Escudo,Jordania,Grupo J,Especial,0,0
JOR2,Yazeed Abulaila,Jordania,Grupo J,Comum,0,0
JOR3,Ihsan Haddad,Jordania,Grupo J,Comum,0,0
JOR4,Mohammad Abu Hashish,Jordania,Grupo J,Comum,0,0
JOR5,Yazan Al-Arab,Jordania,Grupo J,Comum,0,0
JOR6,Abdallah Nasib,Jordania,Grupo J,Comum,0,0
JOR7,Saleem Obaid,Jordania,Grupo J,Comum,0,0
JOR8,Mohammad Abualnadi,Jordania,Grupo J,Comum,0,0
JOR9,Ibrahim Saadeh,Jordania,Grupo J,Comum,0,0
JOR10,Nizar Al-Rashdan,Jordania,Grupo J,Comum,1,0
JOR11,Noor Al-Rawabdeh,Jordania,Grupo J,Comum,0,0
JOR12,Mohannad Abu Taha,Jordania,Grupo J,Comum,0,0
JOR13,Foto da Equipe,Jordania,Grupo J,Comum,1,0
JOR14,Amer Jamous,Jordania,Grupo J,Comum,0,0
JOR15,Musa Al-Taamari,Jordania,Grupo J,Comum,0,0
JOR16,Yazan Al-Naimat,Jordania,Grupo J,Comum,1,0
JOR17,Mahmoud Al-Mardi,Jordania,Grupo J,Comum,1,0
JOR18,Ali Olwan,Jordania,Grupo J,Comum,0,0
JOR19,Mohammad Abu Zrayq,Jordania,Grupo J,Comum,0,0
JOR20,Ibrahim Sabra,Jordania,Grupo J,Comum,0,0
POR1,Escudo,Portugal,Grupo K,Especial,0,0
POR2,Diogo Costa,Portugal,Grupo K,Comum,0,0
POR3,Jose Sa,Portugal,Grupo K,Comum,0,0
POR4,Ruben Dias,Portugal,Grupo K,Comum,0,0
POR5,Joao Cancelo,Portugal,Grupo K,Comum,0,0
POR6,Diogo Dalot,Portugal,Grupo K,Comum,0,0
POR7,Nuno Mendes,Portugal,Grupo K,Comum,0,0
POR8,Goncalo Inacio,Portugal,Grupo K,Comum,0,0
POR9,Bernardo Silva,Portugal,Grupo K,Comum,0,0
POR10,Bruno Fernandes,Portugal,Grupo K,Comum,1,0
POR11,Ruben Neves,Portugal,Grupo K,Comum,0,0
POR12,Vitinha,Portugal,Grupo K,Comum,0,0
POR13,Foto da Equipe,Portugal,Grupo K,Comum,0,0
POR14,Joao Neves,Portugal,Grupo K,Comum,0,0
POR15,Cristiano Ronaldo,Portugal,Grupo K,Comum,0,0
POR16,Francisco Trincao,Portugal,Grupo K,Comum,0,0
POR17,Joao Felix,Portugal,Grupo K,Comum,1,0
POR18,Goncalo Ramos,Portugal,Grupo K,Comum,1,0
POR19,Pedro Neto,Portugal,Grupo K,Comum,1,0
POR20,Rafael Leao,Portugal,Grupo K,Comum,0,0
COD1,Escudo,RD Congo,Grupo K,Especial,0,0
COD2,Lionel Mpasi,RD Congo,Grupo K,Comum,0,0
COD3,Aaron Wan-Bissaka,RD Congo,Grupo K,Comum,0,0
COD4,Axel Tuanzebe,RD Congo,Grupo K,Comum,0,0
COD5,Arthur Masuaku,RD Congo,Grupo K,Comum,1,0
COD6,Chancel Mbemba,RD Congo,Grupo K,Comum,0,0
COD7,Joris Kayembe,RD Congo,Grupo K,Comum,0,0
COD8,Charles Pickel,RD Congo,Grupo K,Comum,0,0
COD9,Ngal'ayel Mukau,RD Congo,Grupo K,Comum,0,0
COD10,Edo Kayembe,RD Congo,Grupo K,Comum,0,0
COD11,Samuel Moutoussamy,RD Congo,Grupo K,Comum,0,0
COD12,Noah Sadiki,RD Congo,Grupo K,Comum,0,0
COD13,Foto da Equipe,RD Congo,Grupo K,Comum,1,0
COD14,Theo Bongonda,RD Congo,Grupo K,Comum,0,0
COD15,Meschak Elia,RD Congo,Grupo K,Comum,0,0
COD16,Yoane Wissa,RD Congo,Grupo K,Comum,0,0
COD17,Brian Cipenga,RD Congo,Grupo K,Comum,0,0
COD18,Fiston Mayele,RD Congo,Grupo K,Comum,1,0
COD19,Cedric Bakambu,RD Congo,Grupo K,Comum,0,0
COD20,Nathanael Mbuku,RD Congo,Grupo K,Comum,0,0
UZB1,Escudo,Uzbequistao,Grupo K,Especial,0,0
UZB2,Utkir Yusupov,Uzbequistao,Grupo K,Comum,0,0
UZB3,Farrukh Savfiev,Uzbequistao,Grupo K,Comum,1,0
UZB4,Sherzod Nasrullaev,Uzbequistao,Grupo K,Comum,0,0
UZB5,Umar Eshmurodov,Uzbequistao,Grupo K,Comum,0,0
UZB6,Husniddin Aliqulov,Uzbequistao,Grupo K,Comum,0,0
UZB7,Rustamjon Ashurmatov,Uzbequistao,Grupo K,Comum,0,0
UZB8,Khojiakbar Alijonov,Uzbequistao,Grupo K,Comum,0,0
